technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,category,subcategory,agency,original_length
Enhanced TextRank,"detacao 1.jpg Pela primeira vez em sua história, o Instituto Nacional do Seguro Social (INSS) instituiu uma coordenação específica para fiscalizar e aplicar multas administrativas a cartórios que deixam de informar registros civis que impactam diretamente a Previdência Social. A iniciativa atende a uma determinação do Tribunal de Contas da União (TCU) e reforça o controle sobre a atualização de dados previdenciários. De acordo com a legislação vigente, os cartórios de Registro Civil de Pessoas Naturais são obrigados a comunicar ao INSS, por meio do Sistema Nacional de Informações de Registro Civil (Sirc), dentro dos prazos estabelecidos, todos os nascimentos, óbitos, casamentos, averbações e retificações.",True,,0.04328465461730957,714,0.4098360655737705,0.5617977528089888,0.47393364928909953,0.19834710743801653,0.2727272727272727,0.22966507177033493,0.3114754098360656,0.42696629213483145,0.36018957345971564,35ba53e208af663286aa8409b6508c38,Políticas Públicas e Governança,Gestão Pública,inss,1685
Enhanced TextRank,"Iphan investiu mais de R$ 2,5 milhões via Novo PAC para recuperar o templo na cidade paranaense, cujo centro histórico é tombado pelo Instituto desde 2012 ! whatsapp-image-2026-02-27-at-140928-1 (1).jpeg Com um investimento de R$ 2,56 milhões por meio do Novo PAC (Programa de Aceleração do Crescimento), o Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) viabilizou a restauração da Igreja de São Benedito, em Antonina (PR). A empresa responsável pela execução das obras é a Marsou Engenharia, que vai seguir as diretrizes técnicas e de preservação exigidas para bens tombados, assegurando a integridade arquitetônica e a valorização cultural da Igreja de São Benedito.",True,,0.027643203735351562,684,0.4444444444444444,0.7567567567567568,0.56,0.32,0.547945205479452,0.40404040404040403,0.3253968253968254,0.5540540540540541,0.41,3644236efea439527ee83ebb5b8ec299,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,iphan,2234
Enhanced TextRank,"Saúde, educação, emprego, cultura, direitos, empreendedorismo e cuidado com pets estarão disponíveis para toda a comunidade ! “Governo do Brasil na Rua”: veja os atendimentos e serviços gratuitos que serão levados ao Sol Nascente (DF) neste sábado (13) Neste sábado (13), o Sol Nascente (DF) será o ponto de partida do Governo do Brasil na Rua, ação que leva serviços, atendimentos e orientações gratuitas diretamente à população. Veja abaixo os serviços e atendimentos gratuitos que o Governo do Brasil e outras instituições vão levar ao local:",True,,0.032415151596069336,545,0.5050505050505051,0.5434782608695652,0.5235602094240839,0.20408163265306123,0.21978021978021978,0.21164021164021163,0.24242424242424243,0.2608695652173913,0.25130890052356014,df570c78443a519e966331347f1bf530,Saúde,Campanhas de Saúde Pública,secom,5634
Enhanced TextRank,"Ministros Waldez Góes e Márcia Lopes assinam ofício com diretrizes de equidade de gênero e anunciam medidas para transformar a cultura institucional ! Brasília (DF) — Em um gesto de compromisso com a proteção das mulheres, o Ministério da Integração e do Desenvolvimento Regional (MIDR) reafirmou, nesta quarta-feira (11), a adesão ao Pacto Nacional Brasil Contra o Feminicídio, durante cerimônia no Edifício Celso Furtado, em Brasília. O instrumento tem como objetivo implementar ações governamentais transversais que impeçam a manutenção das mais diferentes formas de discriminação, misoginia e violência de gênero contra as mulheres. Pacto5.jpeg](/mdr/pt-br/noticias/midr-impulsiona-acoes-do-pacto-nacional-brasil-contra-o-feminicidio/pacto5.jpeg) Cerimônia marca o reforço do compromisso com a vida das mulheres O ministro da Integração e do Desenvolvimento Regional, Waldez Góes, defendeu que a proteção à vida e à dignidade das mulheres deve ser um assunto debatido pelos homens gestores do Governo Federal, a exemplo do que tem proposto o presidente Luiz Inácio Lula da Silva, ao aliar-se às mulheres nessa luta.",True,,0.03401637077331543,1119,0.44387755102040816,0.725,0.550632911392405,0.2205128205128205,0.36134453781512604,0.27388535031847133,0.21428571428571427,0.35,0.26582278481012656,6f4430865ab0b9a24ae02f159449b0fc,Justiça e Direitos Humanos,Políticas Antidiscriminatórias,mdr,6499
Enhanced TextRank,"Teixeira abriu a mesa “Novas políticas públicas de comercialização da agricultura familiar” ! O ministro do Desenvolvimento Agrário e Agricultura Familiar, Paulo Teixeira, participou, na manhã desta segunda-feira (2), da mesa de abertura do Encontro Interestadual de Planejamento: Estratégias de Comercialização e Fortalecimento da Agricultura Familiar realizado no auditório da Companhia Nacional de Abastecimento (CONAB), em São Paulo. A mesa “Novas políticas públicas de comercialização da agricultura familiar” contou com a participação do Pró-Reitor de Extensão e Cultura do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP), Rafael Scarazzati, e com o Coordenador do Projeto da (CONAB), Wellington Diniz. Após uma breve apresentação dos bons resultados de todos os programas retomados ou criados pelo MDA após sua refundação, em 2023, o ministro falou da importância de sermos um país que alimenta adequadamente o seu povo, e o papel da agricultura familiar nesse trabalho.",True,,0.027494192123413086,1001,0.39644970414201186,0.638095238095238,0.4890510948905109,0.19642857142857142,0.3173076923076923,0.2426470588235294,0.2485207100591716,0.4,0.3065693430656934,9dba4ecb8873072832c4e2865b4bb01d,"Agricultura, Pecuária e Abastecimento",Agricultura Familiar,mda,2775
Enhanced TextRank,"A secretária-executiva da Pasta, Fernanda Norat, representa o ministro do Turismo, Gustavo Feliciano, no evento. POR 2 - DIVULGAÇÃO MTUR.jpg Começou nesta quarta-feira (25.02), em Lisboa, a “Better Tourism Lisbon Travel” (BTL 2026), o maior evento turístico de Portugal, que neste ano confere destaque especial ao Brasil. O estande brasileiro, que contou com a presença da secretária-executiva do Ministério do Turismo, Fernanda Norat, representando o ministro do Turismo, Gustavo Feliciano, é palco de ações institucionais, ativações artísticas e gastronômicas, além de contar com uma área dedicada a negócios.",True,,0.02997612953186035,611,0.4423076923076923,0.45544554455445546,0.44878048780487806,0.1941747572815534,0.2,0.1970443349753695,0.2692307692307692,0.27722772277227725,0.27317073170731715,1ccfc938086e777f6c30ca61c7d62a47,Turismo,Promoção Turística,turismo,3916
Enhanced TextRank,"O Congresso Nacional promulgou, nessa terça-feira (17), o acordo provisório de comércio entre o Mercosul e a União Europeia. A expectativa é de que as novas regras comecem a valer em até 60 dias. O acordo estabelece a redução de tarifas para 91% dos produtos importados pelo Mercosul e 95% dos produtos importados pela União Europeia. Juntos, os dois blocos reúnem um mercado de 718 milhões de pessoas e um produto interno bruto de R$ 115 trilhões.",True,,0.025864362716674805,448,0.7093023255813954,0.6853932584269663,0.6971428571428572,0.5647058823529412,0.5454545454545454,0.5549132947976878,0.6046511627906976,0.5842696629213483,0.5942857142857143,congresso-nacional-aprova-acordo-entre-mercosul-e-uniao-europeia_897345,Economia e Finanças,Investimentos e Comércio Exterior,tvbrasil,1788
Enhanced TextRank,"Portaria eleva para 83 os núcleos informais em terrenos da União que estão aptos a receber título definitivo de propriedade; estados e municípios têm 15 dias para manifestar interesse A publicação concretiza uma etapa central do chamamento público conjunto entre o Programa Imóvel da Gente, do MGI, e o Programa Periferia Viva, do Ministério das Cidades (MCID). Com R$ 200 milhões de orçamento, a iniciativa vai financiar o processo completo de regularização, do levantamento das áreas até o registro em cartório, assegurando que as famílias se tornem proprietárias legais dos imóveis onde vivem. A portaria traz a relação completa dos núcleos aptos para adesão, que inclui bairros, loteamentos, conjuntos habitacionais e áreas de antigas ferrovias, aeroportos, portos e glebas institucionais — comunidades que, em muitos casos, esperam pela regularização há décadas.",True,,0.03499627113342285,867,0.5263157894736842,0.7692307692307693,0.625,0.3443708609271523,0.5048543689320388,0.40944881889763773,0.40131578947368424,0.5865384615384616,0.47656250000000006,8a7c69607cf0644ac41f0ba14412b4c9,Habitação e Urbanismo,Programas Habitacionais,gestao,5592
Enhanced TextRank,"Pessoas físicas e empresas afetadas pelas enchentes em Minas Gerais terão acesso a uma linha emergencial com recursos do pré-sal. A medida autoriza a utilização de até R$ 500 milhões do superávit financeiro do Fundo Social do Pré-Sal, conforme previsto naMedida Provisória nº 1.337de 2026. O objetivo é apoiar a recuperação econômica e social das regiões atingidas por desastres naturais reconhecidos pelo governo federal. Segundo o governo, a iniciativa busca acelerar a retomada da atividade produtiva e recompor a capacidade econômica local nas áreas atingidas.",True,,0.027011871337890625,564,0.6185567010309279,0.7142857142857143,0.6629834254143646,0.4479166666666667,0.5180722891566265,0.4804469273743016,0.4639175257731959,0.5357142857142857,0.4972375690607735,866583e89f6f16445c6441479c0fb152,Economia e Finanças,Política Econômica,agencia_brasil,1727
Enhanced TextRank,"O Armazém Docas André Rebouças, na Pequena África, marco fundamental da memória afro-brasileira no Rio de Janeiro, irá se transformar em um dos maiores complexos da América Latina voltados à cultura e à valorização da população negra. Nesta terça-feira (16), o Ministério da Cultura (MinC), por meio do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) e da Fundação Cultural Palmares (FCP), e o Ministério da Justiça e Segurança Pública (MPJSP) celebraram a assinatura de Termo de Execução Descentralizada (TED) para a restauração e requalificação do imóvel. “É preciso resgatar as memórias dessas pessoas que colaboraram com a construção de um Brasil”, afirmou a ministra da Cultura, Margareth Menezes no ato realizado no antigo Docas D. Pedro II, na região do Cais do Valongo, o maior ponto de entrada de africanos escravizados nas Américas. “Estamos materializando esse compromisso por meio de mais uma ação que se concretiza nesse território de memória, de história, cumprindo o dever do Estado de garantir e celebrar a resistência negra como parte da constituinte da identidade, da história e do presente e do futuro do Brasil.",True,,0.034964561462402344,1146,0.38571428571428573,0.6639344262295082,0.4879518072289157,0.23444976076555024,0.4049586776859504,0.29696969696969694,0.2904761904761905,0.5,0.3674698795180723,6e00e0ee0bd48c484e9d21c425b3533b,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,cultura,5691
